Mut_ID,BC_ID,Gene,T0,T1,T2,T3,T3,Log10_freq_trajectory
101,1059352,in HOS4,1.0,,,,,-5.318860201967731;nan;nan;nan;nan
101,1075773,in HOS4,120.0,28.0,10.0,1.0,1.0,-3.2396789559201062;-3.514803814139559;-3.8548887593685546;-4.291102330356134;-3.978390534983069
101,209138,in HOS4,65.0,35.0,14.0,,,-3.5059468453248757;-3.4178938011315023;-3.708760723690317;nan;-4.200239284599426
101,270493,in HOS4,183.0,101.0,42.0,1.0,1.0,-3.056409112237302;-2.9576404716991354;-3.2316394689706542;-4.291102330356134;-3.7742705523271445
101,291853,in HOS4,43.0,23.0,10.0,,,-3.6853917463881447;-3.6002340094641854;-3.8548887593685546;nan;nan
101,306193,in HOS4,98.0,34.0,25.0,4.0,4.0,-3.3276341262752362;-3.430482928439523;-3.456948750696517;-3.689042339028172;-4.677360539319088
101,311048,in HOS4,78.0,18.0,3.0,,,-3.426765599277251;-3.706689340378472;-4.377767504648892;nan;nan
101,321899,in HOS4,12.0,2.0,4.0,,,-4.239678955920106;-4.660931849817797;-4.252828768040592;nan;nan
101,370412,in HOS4,2.0,,,,,-5.01783020630375;nan;nan;nan;nan
101,388917,in HOS4,134.0,86.0,22.0,2.0,2.0,-3.1917554036029236;-3.0274633942382105;-3.5124660785463484;-3.990072334692153;-4.677360539319088
101,408666,in HOS4,104.0,32.0,8.0,2.0,2.0,-3.301826862668951;-3.456811867161872;-3.9517987723766113;-3.990072334692153;-4.677360539319088
101,412937,in HOS4,32.0,8.0,9.0,,,-3.8137102236478255;-4.058871858489835;-3.90064624992923;nan;-3.8992092889354444
101,501808,in HOS4,14.0,4.0,,2.0,2.0,-4.172732166289493;-4.359901854153816;nan;-3.990072334692153;nan
101,518927,in HOS4,371.0,132.0,17.0,10.0,10.0,-2.7494862923526853;-2.8413879142759284;-3.624439837990281;-3.291102330356134;-3.723118029879763
101,66204,in HOS4,457.0,121.0,26.0,8.0,8.0,-2.658944001897881;-2.879176475165328;-3.439915411397737;-3.3880123433641907;-3.598179293271463
101,674478,in HOS4,13.0,3.0,,,,-4.204916849660894;-4.484840590762116;nan;nan;nan
101,691362,in HOS4,142.0,52.0,16.0,7.0,7.0,-3.166571857584675;-3.245958501846979;-3.65076877671263;-3.4460042903418775;-3.6773605393190882
101,74073,in HOS4,25.0,7.0,,,,-3.920920193295694;-4.1168638054675215;nan;nan;nan
101,773443,in HOS4,20.0,1.0,,,,-4.01783020630375;-4.961961845481778;nan;nan;nan
101,790300,in HOS4,20.0,4.0,,,,-4.01783020630375;-4.359901854153816;nan;nan;nan
101,875422,in HOS4,325.0,129.0,33.0,10.0,10.0,-2.806976840988857;-2.851372135182529;-3.336374819490667;-3.291102330356134;-3.598179293271463
101,986011,in HOS4,35.0,2.0,2.0,3.0,3.0,-3.7747921576174557;-4.660931849817797;-4.553858763704573;-3.813981075636472;nan
101,989177,in HOS4,50.0,27.0,45.0,13.0,13.0,-3.6198901976317126;-3.5305980813227906;-3.201676245593211;-3.1771589780492975;-3.0241480255437443
101,990432,in HOS4,53.0,12.0,12.0,1.0,1.0,-3.594584332366942;-3.8827805994341533;-3.77570751332093;-4.291102330356134;nan
102,1035946,nearby YSP2,100.0,37.0,15.0,3.0,3.0,-3.3188602019677313;-3.393760121414783;-3.6787975003128732;-3.813981075636472;-3.8992092889354444
102,110233,nearby YSP2,470.0,209.0,158.0,18.0,18.0,-2.646762344032014;-2.641815559370724;-2.656231672414132;-3.035829825252828;-3.1332924949688126
102,1112881,nearby YSP2,105.0,33.0,27.0,,,-3.297670902897793;-3.4434479056038905;-3.423524995209567;nan;nan
