Mut_ID,BC_ID,Gene,T0,T1,T2,T3,T3,Log10_freq_trajectory
101,1047978,in HOS4,3.0,2.0,6.0,5.0,5.0,-4.827265857293864;-5.372393668789158;-5.115095487028228;-4.963664130215825;-5.397268069860376
101,1049395,in HOS4,,4.0,10.0,3.0,3.0,nan;-5.071363673125177;-4.8932467374118715;-5.1855128798321815;-4.999328061188338
101,1068247,in HOS4,32.0,87.0,114.0,65.0,65.0,-3.799237133693621;-3.7339044118345206;-3.836341886075399;-3.8497207779089884;-3.8062034628338766
101,1119184,in HOS4,22.0,50.0,104.0,49.0,49.0,-3.9619644311913205;-3.97445366011712;-3.8762133981130913;-3.97243805452333;-3.8989575160707752
101,114465,in HOS4,56.0,131.0,252.0,145.0,145.0,-3.5561990850073264;-3.556152368797375;-3.4918461966303274;-3.501266132316869;-3.542962028059295
101,235310,in HOS4,25.0,60.0,129.0,67.0,67.0,-3.906447103341489;-3.8952724140694954;-3.7826570271126227;-3.836559331851017;-3.78448421314064
101,253293,in HOS4,477.0,1044.0,2017.0,1167.0,1167.0,-2.625868732973413;-2.6547231657868955;-2.5885408391991063;-2.5955632785064737;-2.6115824015794744
101,418556,in HOS4,25.0,54.0,161.0,83.0,83.0,-3.906447103341489;-3.9410299046301707;-3.686420861380022;-3.74355604217577;-3.7026628709268072
101,42655,in HOS4,12.0,35.0,58.0,22.0,22.0,-4.225205865965902;-4.129355620102864;-4.129818743848935;-4.320211453729637;-4.318086823812751
101,448480,in HOS4,100.0,313.0,610.0,395.0,395.0,-3.3043871120135266;-3.1778793269066905;-3.1079169024011044;-3.0660370389253835;-3.1162347026126485
101,4694,in HOS4,14.0,49.0,62.0,33.0,33.0,-4.1582590763352885;-3.9832275844246254;-4.100855047913618;-4.144120194673956;-3.9274460538822127
101,550351,in HOS4,1.0,,,,,-5.304387112013527;nan;nan;nan;nan
101,564350,in HOS4,2.0,10.0,18.0,10.0,10.0,-5.003357116349545;-4.673423664453139;-4.637974232308565;-4.662634134551844;-4.744055556085033
101,62613,in HOS4,25.0,47.0,109.0,30.0,30.0,-3.906447103341489;-4.001325806517421;-3.855820239471248;-4.1855128798321815;-3.9201468151407135
101,650440,in HOS4,8.0,9.0,6.0,3.0,3.0,-4.401297125021583;-4.719181155013814;-5.115095487028228;-5.1855128798321815;-4.494178082868432
101,689866,in HOS4,1.0,,,,,-5.304387112013527;nan;nan;nan;nan
101,704157,in HOS4,137.0,309.0,614.0,292.0,292.0,-3.16766654485712;-3.1834651850283042;-3.1050783662707038;-3.1972512831034257;-3.2389055777651263
101,735481,in HOS4,29.0,86.0,168.0,80.0,80.0,-3.841989114114571;-3.7389252132095714;-3.6679374556860087;-3.7595441475599003;-3.6013880525163007
101,784765,in HOS4,395.0,898.0,1741.0,873.0,873.0,-2.7077900163870665;-2.720147327785835;-2.6524479662945404;-2.721619890846274;-2.7284164217778573
101,839584,in HOS4,2.0,2.0,1.0,2.0,2.0,-5.003357116349545;-5.372393668789158;-5.8932467374118715;-5.361604138887863;-5.397268069860376
101,891006,in HOS4,16.0,57.0,82.0,44.0,44.0,-4.100267129357602;-3.917548808780648;-3.979432885028155;-4.019181458065656;-3.999328061188338
102,100614,nearby YSP2,687.0,1353.0,2028.0,1336.0,1336.0,-2.4674303749539765;-2.542125867855516;-2.586178786750573;-2.536827676412317;-2.5490789528689772
102,1016898,nearby YSP2,16.0,34.0,80.0,36.0,36.0,-4.100267129357602;-4.141944747410884;-3.9901567504199282;-4.106331633784556;-3.9501100385181567
102,1018376,nearby YSP2,50.0,111.0,159.0,107.0,107.0,-3.605417107677508;-3.6281006856664817;-3.6918496130914202;-3.6332503568666343;-3.6812647262255767
102,1037952,nearby YSP2,2.0,,,,,-5.003357116349545;nan;nan;nan;nan
102,1060588,nearby YSP2,1.0,,,,,-5.304387112013527;nan;nan;nan;nan
102,1084589,nearby YSP2,7.0,18.0,39.0,28.0,28.0,-4.45928907199927;-4.418151159349833;-4.302182130385372;-4.215476103209625;-4.355875384702151
102,1084836,nearby YSP2,37.0,89.0,130.0,60.0,60.0,-3.7361853879465317;-3.724033657808226;-3.7793033851050346;-3.8844828841682;-3.7637996142807895
102,1106550,nearby YSP2,101.0,249.0,456.0,256.0,256.0,-3.3000657382308844;-3.2772243173574025;-3.2342818947474368;-3.254394169239994;-3.281657558186076
102,1145653,nearby YSP2,64.0,62.0,121.0,100.0,100.0,-3.4982071380296396;-3.881031974954885;-3.8104613670954217;-3.6626341345518436;-3.6939766917417147
102,119742,nearby YSP2,11.0,30.0,43.0,35.0,35.0,-4.262994426855302;-4.196302409733477;-4.259778281832285;-4.118566090201568;-4.419544464571528
102,137504,nearby YSP2,157.0,483.0,726.0,491.0,491.0,-3.108487459604293;-2.9894765337016267;-3.032310116711778;-2.9715526424288754;-3.0479905423924207
102,145767,nearby YSP2,29.0,46.0,82.0,62.0,62.0,-3.841989114114571;-4.010665832771565;-3.979432885028155;-3.8702424450535897;-3.8787541299824886
102,152053,nearby YSP2,12.0,18.0,45.0,20.0,20.0,-4.225205865965902;-4.418151159349833;-4.240034223636528;-4.361604138887863;-4.300358056852319
102,165976,nearby YSP2,66.0,133.0,253.0,177.0,177.0,-3.4848431764716583;-3.549572023486053;-3.4901262162360536;-3.4146608681900372;-3.4914721894925074
102,193133,nearby YSP2,23.0,55.0,75.0,35.0,35.0,-3.942659275995934;-3.933060974958895;-4.0181854740201715;-4.118566090201568;-4.075048775126457
102,241065,nearby YSP2,872.0,2169.0,3881.0,2339.0,2339.0,-2.3638706270809595;-2.3371641124389457;-2.3043030946718566;-2.293603912742691;-2.3403632185239034
102,262715,nearby YSP2,60.0,100.0,142.0,84.0,84.0,-3.5262358616298832;-3.673423664453139;-3.7409583930288153;-3.738354848489962;-3.6490800428541754
102,32721,nearby YSP2,3.0,17.0,17.0,14.0,14.0,-4.827265857293864;-4.442974743074865;-4.662797816033597;-4.516506098873606;-4.656905380366132
102,356574,nearby YSP2,1056.0,2779.0,4574.0,2841.0,2841.0,-2.2807231938157333;-2.229535117675767;-2.2329505771411418;-2.209162900828908;-2.2517608984507134
102,37226,nearby YSP2,460.0,1186.0,2358.0,1363.0,1363.0,-2.6416292803319528;-2.5993389754248954;-2.520702936652801;-2.52813827871717;-2.473765002918271
102,381432,nearby YSP2,32.0,88.0,147.0,81.0,81.0,-3.799237133693621;-3.72894099230297;-3.7259294026636955;-3.754149115673194;-3.716026832484789
102,399086,nearby YSP2,737.0,1895.0,3048.0,1838.0,1838.0,-2.4369196241544753;-2.395814450149048;-2.409231774744309;-2.3982886275017514;-2.384641718906326
102,421113,nearby YSP2,684.0,1743.0,3023.0,1719.0,1719.0,-2.4693310102934105;-2.432126277343146;-2.4128085902340546;-2.427358257864791;-2.3916586245000957
102,493482,nearby YSP2,1.0,,,,,-5.304387112013527;nan;nan;nan;nan
102,499177,nearby YSP2,,2.0,1.0,1.0,1.0,nan;-5.372393668789158;-5.8932467374118715;-5.662634134551844;-5.698298065524357
102,505464,nearby YSP2,1.0,4.0,5.0,2.0,2.0,-5.304387112013527;-5.071363673125177;-5.194276733075853;-5.361604138887863;-4.999328061188338
102,507666,nearby YSP2,310.0,726.0,1221.0,742.0,742.0,-2.813025418179254;-2.812487043753045;-2.806531073466989;-2.7922302292728167;-2.8186288598923035
102,510013,nearby YSP2,141.0,394.0,639.0,442.0,442.0,-3.155167999358147;-3.0779274426275647;-3.0877458792534713;-3.0172118652027518;-3.1360052010678823
102,510103,nearby YSP2,47.0,122.0,170.0,150.0,150.0,-3.6322892540778096;-3.587063833778391;-3.662797816033598;-3.4865428754961627;-3.6013880525163007
102,544012,nearby YSP2,67.0,216.0,323.0,244.0,244.0,-3.4783123093127006;-3.338969913302208;-3.3840442150807686;-3.2752443082131144;-3.3235497195142534
102,567773,nearby YSP2,7.0,25.0,30.0,32.0,32.0,-4.45928907199927;-4.275483655781102;-4.416125482692209;-4.157484156231938;-4.283324717553539
102,571005,nearby YSP2,1.0,,,,,-5.304387112013527;nan;nan;nan;nan
102,579894,nearby YSP2,19.0,36.0,45.0,39.0,39.0,-4.025633511060698;-4.117121163685852;-4.240034223636528;-4.0715695275253445;-4.045085551749014
102,588770,nearby YSP2,4.0,8.0,11.0,6.0,6.0,-4.702327120685564;-4.7703336774611955;-4.851854052253646;-4.8844828841682;-4.795208078532413
102,59734,nearby YSP2,17.0,52.0,104.0,69.0,69.0,-4.0739381906352525;-3.95742032081834;-3.8762133981130913;-3.8237850438145884;-3.974022195923568
102,651841,nearby YSP2,4.0,5.0,12.0,5.0,5.0,-4.702327120685564;-4.9744536601171205;-4.814065491364246;-4.963664130215825;-4.8532000255101
102,653574,nearby YSP2,,1.0,5.0,6.0,6.0,nan;-5.673423664453139;-5.194276733075853;-4.8844828841682;-4.999328061188338
102,678915,nearby YSP2,107.0,296.0,420.0,272.0,272.0,-3.2750033343283174;-3.2021319533942005;-3.269997447013971;-3.228065230517645;-3.2211768108046948
102,686651,nearby YSP2,52.0,173.0,269.0,177.0,177.0,-3.5883837683787276;-3.435377561324344;-3.4634944574094635;-3.4146608681900372;-3.4149968368208077
102,692625,nearby YSP2,27.0,66.0,107.0,65.0,65.0,-3.8730233478545397;-3.8538797289112705;-3.863862959726662;-3.8497207779089884;-3.8657891528181207
102,731605,nearby YSP2,345.0,846.0,1452.0,936.0,936.0,-2.7665680169402527;-2.7460533014141153;-2.7312801210477966;-2.6913582858137386;-2.7053029670930155
