Mut_ID,BC_ID,Gene,T0,T1,T2,T3,T3,Log10_freq_trajectory
101,1130039,in HOS4,,,,3.0,3.0,nan;nan;nan;-5.109658402054462;nan
101,215078,in HOS4,541.0,126.0,522.0,392.0,392.0,-2.990219819504292;-3.1144150400063033;-2.9912838012029836;-2.9934935897536676;-3.135575927046916
101,307803,in HOS4,824.0,211.0,513.0,367.0,367.0,-2.807489872913746;-2.8905031298261736;-2.9988369390934295;-3.0221135925220355;-3.0008773531494595
101,459798,in HOS4,1394.0,292.0,1028.0,832.0,832.0,-2.579154310848871;-2.7494027336754483;-2.6969611895459886;-2.666656330483401;-2.7675991417523216
101,538986,in HOS4,927.0,199.0,658.0,465.0,465.0,-2.7563373504663646;-2.91593250871416;-2.89072841059129;-2.919326703884171;-2.938086523290004
101,792093,in HOS4,4279.0,1232.0,4350.0,3774.0,3774.0,-2.092074798126929;-2.12417487729546;-2.0704650472506083;-2.0099777609452123;-2.048784820783694
101,846579,in HOS4,,,2.0,,,nan;nan;-5.407924308541264;nan;nan
102,1010655,nearby YSP2,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
102,1013956,nearby YSP2,2.0,,,,,-5.422387088946881;nan;nan;nan;nan
102,1040093,nearby YSP2,85.0,35.0,82.0,71.0,71.0,-3.793998158896569;-3.6707175407735906;-3.795140451821529;-3.7355213080550493;-4.353059871260822
102,169778,nearby YSP2,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
102,182623,nearby YSP2,2121.0,581.0,1824.0,1045.0,1045.0,-2.3968764160943;-2.4506094527335356;-2.4479294702128485;-2.567663366327052;-2.6370565276260227
102,225808,nearby YSP2,345.0,95.0,344.0,285.0,285.0,-3.185597989537588;-3.2370619798350186;-3.1723958616337153;-3.1319347967656146;-3.477998607869122
102,236573,nearby YSP2,14.0,,2.0,3.0,3.0,-4.577289048932624;nan;-5.407924308541264;-5.109658402054462;nan
102,243393,nearby YSP2,2079.0,826.0,3053.0,1813.0,1813.0,-2.4055625952793926;-2.2978055378034843;-2.2242274999065836;-2.328381852678616;-2.4897370111403663
102,312459,nearby YSP2,195.0,83.0,243.0,172.0,172.0,-3.433382473248344;-3.2957074927477925;-3.3233480306069336;-3.3512512098665757;-3.4236409455465293
102,323173,nearby YSP2,1.0,,9.0,3.0,3.0,-5.723417084610862;nan;-4.754711794765921;-5.109658402054462;nan
102,364184,nearby YSP2,2.0,,,3.0,3.0,-5.422387088946881;nan;nan;-5.109658402054462;nan
102,372981,nearby YSP2,,,3.0,,,nan;nan;-5.231833049485584;nan;nan
102,429279,nearby YSP2,721.0,256.0,637.0,404.0,404.0,-2.865481819891433;-2.8065456198120167;-2.9048148718698954;-2.9803982916635197;-3.097787366157516
102,48073,nearby YSP2,,,,2.0,2.0,nan;nan;nan;-5.2857496611101435;nan
102,497530,nearby YSP2,,,2.0,,,nan;nan;-5.407924308541264;nan;nan
102,499084,nearby YSP2,,,1.0,,,nan;nan;-5.708954304205245;nan;nan
102,513014,nearby YSP2,,,1.0,,,nan;nan;-5.708954304205245;nan;nan
102,529903,nearby YSP2,,,3.0,,,nan;nan;-5.231833049485584;nan;nan
102,617734,nearby YSP2,2.0,,,,,-5.422387088946881;nan;nan;nan;nan
102,642155,nearby YSP2,4.0,,,,,-5.121357093282899;nan;nan;nan;nan
102,655020,nearby YSP2,,,,2.0,2.0,nan;nan;nan;-5.2857496611101435;nan
102,766229,nearby YSP2,32.0,9.0,19.0,21.0,21.0,-4.218267106290956;-4.2605430756845415;-4.430200703252416;-4.264560362040205;-4.176968612205141
102,797348,nearby YSP2,6.0,,5.0,4.0,4.0,-4.945265834227218;nan;-5.0099842998692266;-4.984719665446162;nan
102,810968,nearby YSP2,3336.0,919.0,2749.0,1671.0,1671.0,-2.2001910426451605;-2.2514700737377553;-2.269779564361777;-2.3638032068807333;-2.5859040051786417
102,874598,nearby YSP2,57.0,8.0,48.0,28.0,28.0,-3.9675422289383704;-4.311695598131923;-4.027713066829659;-4.139621625431905;-4.353059871260822
102,894550,nearby YSP2,,,2.0,,,nan;nan;-5.407924308541264;nan;nan
102,900078,nearby YSP2,93.0,45.0,98.0,40.0,40.0,-3.7549341360569266;-3.5615730713485227;-3.7177282285127506;-3.9847196654461623;-4.654089866924803
102,922624,nearby YSP2,209.0,44.0,144.0,90.0,90.0,-3.403270798499808;-3.571332908637679;-3.550591812109996;-3.6325371473347996;-3.9551198625887847
102,938922,nearby YSP2,4.0,,,,,-5.121357093282899;nan;nan;nan;nan
102,943053,nearby YSP2,,,,,,nan;nan;nan;nan;-4.654089866924803
102,995953,nearby YSP2,2521.0,640.0,1346.0,670.0,670.0,-2.321844238934416;-2.408605611139979;-2.5799092443172875;-2.7607048540732984;-3.1100218225745278
103,108150,in SUM1,853.0,140.0,226.0,174.0,174.0,-2.792468053443339;-3.0686575494456285;-3.3548458650578445;-3.346230408491525;-4.052029875596841
103,1142512,in SUM1,,2.0,,,,nan;-4.913755589459885;nan;nan;nan
103,1147315,in SUM1,6.0,,,,,-4.945265834227218;nan;nan;nan;nan
103,1153470,in SUM1,414.0,78.0,148.0,67.0,67.0,-3.1064167434899628;-3.322690982433386;-3.5386925888102883;-3.7607048540732984;-3.9551198625887847
103,17879,in SUM1,122.0,62.0,55.0,18.0,18.0,-3.6370572539361135;-3.4223938956256124;-3.9685916147110016;-4.331507151670818;nan
103,237884,in SUM1,,3.0,,,,nan;-4.737664330404204;nan;nan;nan
103,261843,in SUM1,,,6.0,,,nan;nan;-4.930803053821602;nan;nan
103,285520,in SUM1,6.0,5.0,10.0,6.0,6.0,-4.945265834227218;-4.515815580787848;-4.708954304205245;-4.808628406390481;nan
103,30774,in SUM1,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
103,375492,in SUM1,6.0,,,,,-4.945265834227218;nan;nan;nan;nan
103,381105,in SUM1,489.0,102.0,192.0,105.0,105.0,-3.0341082254872416;-3.2061854133619487;-3.425653075501696;-3.5655903577041865;-3.5401465146179665
103,391621,in SUM1,42.0,8.0,4.0,13.0,13.0,-4.100167794212961;-4.311695598131923;-5.106894312877283;-4.472836304467288;nan
103,406817,in SUM1,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
103,469816,in SUM1,3.0,,,,,-5.246295829891199;nan;nan;nan;nan
103,584388,in SUM1,20.0,1.0,4.0,2.0,2.0,-4.422387088946881;-5.214785585123867;-5.106894312877283;-5.2857496611101435;nan
103,602022,in SUM1,648.0,150.0,220.0,122.0,122.0,-2.9118420787402686;-3.0386943260681853;-3.3665316233830396;-3.5004198260993764;-4.654089866924803
103,636699,in SUM1,57.0,6.0,21.0,3.0,3.0,-3.9675422289383704;-4.436634334740223;-4.386735009471327;-5.109658402054462;nan
103,650250,in SUM1,5.0,,,,,-5.024447080274843;nan;nan;nan;nan
103,666223,in SUM1,6.0,,,,,-4.945265834227218;nan;nan;nan;nan
103,77244,in SUM1,262.0,82.0,91.0,41.0,41.0,-3.305115793291116;-3.3009717327401495;-3.749912911884152;-3.9739958000543893;-3.8759386165411596
103,855526,in SUM1,17.0,6.0,4.0,5.0,5.0,-4.492968163232588;-4.436634334740223;-5.106894312877283;-4.887809652438106;nan
103,86758,in SUM1,2.0,,2.0,,,-5.422387088946881;nan;-5.407924308541264;nan;nan
103,957988,in SUM1,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
103,991159,in SUM1,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
104,1006989,in FUN30,315.0,71.0,294.0,142.0,142.0,-3.2251065308212614;-3.3635272364047912;-3.2406069737930885;-3.434491312391068;-3.477998607869122
104,1026006,in FUN30,8.0,,,2.0,2.0,-4.820327097618918;nan;nan;-5.2857496611101435;nan
104,1046954,in FUN30,60.0,39.0,125.0,93.0,93.0,-3.945265834227218;-3.623720978097367;-3.612044291197189;-3.6182967082201896;-3.8089918269105465
104,1084489,in FUN30,8.0,3.0,18.0,6.0,6.0,-4.820327097618918;-4.737664330404204;-4.45368179910194;-4.808628406390481;nan
104,1102613,in FUN30,302.0,74.0,206.0,141.0,141.0,-3.2434101416537113;-3.34555386539289;-3.395087083836092;-3.4375605441187447;-4.176968612205141
104,1108481,in FUN30,,3.0,,,,nan;-4.737664330404204;nan;nan;nan
104,1148174,in FUN30,566.0,141.0,432.0,258.0,258.0,-2.9706006534225904;-3.0655664724684866;-3.0734705573903334;-3.1751599508108943;-3.331870572190884
104,122845,in FUN30,,,3.0,,,nan;nan;-5.231833049485584;nan;nan
104,169857,in FUN30,118.0,28.0,79.0,58.0,58.0,-3.6515350773047364;-3.7676275537816473;-3.8113272129148044;-3.8233516632111875;-4.052029875596841
104,176310,in FUN30,1866.0,485.0,1700.0,861.0,861.0,-2.4525054452003805;-2.5290438465216027;-2.4785053828269716;-2.65177650532047;-2.7509998799328597
104,185256,in FUN30,548.0,168.0,433.0,261.0,261.0,-2.9846365261264927;-2.9894763033980034;-3.07246640785188;-3.170139149435844;-3.4236409455465293
104,211661,in FUN30,,,,2.0,2.0,nan;nan;nan;-5.2857496611101435;nan
104,219023,in FUN30,,2.0,4.0,,,nan;-4.913755589459885;-5.106894312877283;nan;nan
104,253517,in FUN30,469.0,113.0,351.0,173.0,173.0,-3.0522442418957785;-3.1617071416404467;-3.1636471877394214;-3.3487335536453293;-3.176968612205141
104,296827,in FUN30,109.0,33.0,77.0,54.0,54.0,-3.685990586670238;-3.6962716452459787;-3.822463579032764;-3.854385896951156;-4.176968612205141
104,36884,in FUN30,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
104,391352,in FUN30,672.0,172.0,527.0,306.0,306.0,-2.8960478115570365;-2.9792571382163175;-2.987143688992699;-3.1010582302925447;-3.4499698842688784
104,450266,in FUN30,2.0,,,,,-5.422387088946881;nan;nan;nan;-4.654089866924803
104,457022,in FUN30,1652.0,449.0,1150.0,650.0,650.0,-2.505407041626498;-2.562539244120543;-2.648256463851634;-2.773866300131269;-2.9137271774305593
104,467340,in FUN30,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
104,476989,in FUN30,24.0,9.0,19.0,19.0,19.0,-4.3432058428992555;-4.2605430756845415;-4.430200703252416;-4.308026055821296;-4.353059871260822
104,518727,in FUN30,,3.0,4.0,,,nan;-4.737664330404204;-5.106894312877283;nan;nan
104,546576,in FUN30,1.0,,12.0,1.0,1.0,-5.723417084610862;nan;-4.629773058157621;-5.586779656774125;-4.654089866924803
104,560626,in FUN30,2.0,,4.0,,,-5.422387088946881;nan;-5.106894312877283;nan;nan
104,560917,in FUN30,387.0,136.0,399.0,202.0,202.0,-3.1357061195919504;-3.081246676753649;-3.1079814085184974;-3.281428287327501;-3.3988173618214974
104,576743,in FUN30,1.0,,1.0,,,-5.723417084610862;nan;-5.708954304205245;nan;nan
104,601448,in FUN30,61.0,8.0,54.0,30.0,30.0,-3.9380872496000947;-4.311695598131923;-3.976560544382277;-4.109658402054462;nan
104,625040,in FUN30,64.0,20.0,31.0,26.0,26.0,-3.9172371106269748;-3.913755589459885;-4.217592610370973;-4.171806308803307;-4.353059871260822
104,628041,in FUN30,,,7.0,,,nan;nan;-4.863856264190988;nan;nan
104,640010,in FUN30,171.0,50.0,125.0,74.0,74.0,-3.490420974218708;-3.5158155807878475;-3.612044291197189;-3.7175479370431486;-3.8759386165411596
104,643994,in FUN30,1.0,,,1.0,1.0,-5.723417084610862;nan;nan;-5.586779656774125;nan
104,653838,in FUN30,416.0,135.0,401.0,208.0,208.0,-3.104323753984119;-3.08445181662886;-3.105809931585063;-3.2687163218113633;-3.353059871260822
104,747363,in FUN30,96.0,20.0,78.0,47.0,47.0,-3.7411458515712934;-3.913755589459885;-3.8168597015147654;-3.9146817988384073;-4.176968612205141
104,747393,in FUN30,493.0,155.0,376.0,222.0,222.0,-3.0305701653336317;-3.024453886953575;-3.1337664592775845;-3.240426682323486;-3.5401465146179665
104,788081,in FUN30,239.0,39.0,213.0,138.0,138.0,-3.3450191836627243;-3.623720978097367;-3.3805747007665077;-3.4469005703728883;-3.5749086208771783
104,807033,in FUN30,,,12.0,3.0,3.0,nan;nan;-4.629773058157621;-5.109658402054462;nan
104,894332,in FUN30,3.0,,3.0,,,-5.246295829891199;nan;-5.231833049485584;nan;nan
104,950089,in FUN30,2.0,,,,,-5.422387088946881;nan;nan;nan;nan
105,1018609,in EBS1,421.0,218.0,807.0,801.0,801.0,-3.0991349887751936;-2.8763290915192616;-2.802080769483175;-2.6831471406898872;-2.6584546723272533
105,1029571,in EBS1,2.0,2.0,1.0,,,-5.422387088946881;-4.913755589459885;-5.708954304205245;nan;nan
105,104479,in EBS1,,,2.0,,,nan;nan;-5.407924308541264;nan;nan
105,223899,in EBS1,1.0,,,,,-5.723417084610862;nan;nan;nan;nan
105,292359,in EBS1,671.0,305.0,1403.0,1574.0,1574.0,-2.89669456444187;-2.7304857457770804;-2.5618966331768855;-2.3897749287510788;-2.2526893261432592
105,345844,in EBS1,,,6.0,5.0,5.0,nan;nan;-4.930803053821602;-4.887809652438106;nan
105,496812,in EBS1,52.0,73.0,175.0,222.0,222.0,-4.007413740976062;-3.3514627250034104;-3.4659162555189513;-3.240426682323486;-3.3116671861025972
